arch,modality,jammer_knowledge,jammer_model,in_channel,jsr_db,realization,ber,jammed_fraction,ber_clean,hop_rate_hz,dwell_bursts,slot_duration_us,num_channels
conv1d,fh_off,omniscient,follower,partial_band,6.0,0,0.47485,1.0,0.0001,100000.0,1,10.0,8
conv1d,fh_off,omniscient,follower,partial_band,10.0,0,0.5006,1.0,0.0001,100000.0,1,10.0,8
conv1d,fh_off,omniscient,follower,cw,-10.0,1,0.0031,1.0,0.00015,100000.0,1,10.0,8
conv1d,fh_off,omniscient,follower,cw,-6.0,1,0.01815,1.0,0.00015,100000.0,1,10.0,8
conv1d,fh_off,omniscient,follower,cw,-2.0,1,0.15115,1.0,0.00015,100000.0,1,10.0,8
conv1d,fh_off,omniscient,follower,cw,2.0,1,0.4716,1.0,0.00015,100000.0,1,10.0,8
conv1d,fh_off,omniscient,follower,cw,6.0,1,0.50235,1.0,0.00015,100000.0,1,10.0,8
conv1d,fh_off,omniscient,follower,cw,10.0,1,0.50235,1.0,0.00015,100000.0,1,10.0,8
conv1d,fh_off,omniscient,follower,partial_band,-10.0,1,0.00275,1.0,0.00015,100000.0,1,10.0,8
conv1d,fh_off,omniscient,follower,partial_band,-6.0,1,0.03125,1.0,0.00015,100000.0,1,10.0,8
conv1d,fh_off,omniscient,follower,partial_band,-2.0,1,0.21525,1.0,0.00015,100000.0,1,10.0,8
conv1d,fh_off,omniscient,follower,partial_band,2.0,1,0.4682,1.0,0.00015,100000.0,1,10.0,8
conv1d,fh_off,omniscient,follower,partial_band,6.0,1,0.49745,1.0,0.00015,100000.0,1,10.0,8
conv1d,fh_off,omniscient,follower,partial_band,10.0,1,0.49765,1.0,0.00015,100000.0,1,10.0,8
conv1d,fh_off,omniscient,follower,cw,-10.0,2,5e-05,1.0,0.0001,100000.0,1,10.0,8
conv1d,fh_off,omniscient,follower,cw,-6.0,2,0.0005,1.0,0.0001,100000.0,1,10.0,8
conv1d,fh_off,omniscient,follower,cw,-2.0,2,0.00225,1.0,0.0001,100000.0,1,10.0,8
conv1d,fh_off,omniscient,follower,cw,2.0,2,0.0233,1.0,0.0001,100000.0,1,10.0,8
conv1d,fh_off,omniscient,follower,cw,6.0,2,0.12805,1.0,0.0001,100000.0,1,10.0,8
conv1d,fh_off,omniscient,follower,cw,10.0,2,0.3732,1.0,0.0001,100000.0,1,10.0,8
conv1d,fh_off,omniscient,follower,partial_band,-10.0,2,0.00625,1.0,0.0001,100000.0,1,10.0,8
conv1d,fh_off,omniscient,follower,partial_band,-6.0,2,0.0742,1.0,0.0001,100000.0,1,10.0,8
conv1d,fh_off,omniscient,follower,partial_band,-2.0,2,0.34505,1.0,0.0001,100000.0,1,10.0,8
conv1d,fh_off,omniscient,follower,partial_band,2.0,2,0.49855,1.0,0.0001,100000.0,1,10.0,8
conv1d,fh_off,omniscient,follower,partial_band,6.0,2,0.5039,1.0,0.0001,100000.0,1,10.0,8
conv1d,fh_off,omniscient,follower,partial_band,10.0,2,0.5039,1.0,0.0001,100000.0,1,10.0,8
conv1d,fh_off,omniscient,follower,cw,-10.0,3,0.0057,1.0,0.0001,100000.0,1,10.0,8
conv1d,fh_off,omniscient,follower,cw,-6.0,3,0.1058,1.0,0.0001,100000.0,1,10.0,8
conv1d,fh_off,omniscient,follower,cw,-2.0,3,0.4369,1.0,0.0001,100000.0,1,10.0,8
conv1d,fh_off,omniscient,follower,cw,2.0,3,0.4985,1.0,0.0001,100000.0,1,10.0,8
conv1d,fh_off,omniscient,follower,cw,6.0,3,0.4985,1.0,0.0001,100000.0,1,10.0,8
conv1d,fh_off,omniscient,follower,cw,10.0,3,0.4985,1.0,0.0001,100000.0,1,10.0,8
