arch,modality,jammer_knowledge,jammer_model,in_channel,jsr_db,ber,ber_std,ber_sem,ber_ci_lo,ber_ci_hi,ber_min,ber_max,ber_q05,ber_q50,ber_q95,jammed_fraction,ber_clean,hop_rate_hz,dwell_bursts,slot_duration_us,num_channels,n_realizations
mc_dlsk,fh_off,omniscient,follower,cw,10.0,0.49895999999999996,0.005627432807239891,0.0025166644591601735,0.494027428298874,0.5038925717011259,0.48945,0.50345,0.49126,0.50105,0.50323,1.0,0.0006200000000000001,100000.0,1,10.0,8,5
mc_dlsk,fh_off_blind,band_agnostic,follower,cw,-10.0,0.0006200000000000001,0.0002564176280991617,0.00011467344941179714,0.00039524416916990194,0.0008447558308300983,0.00025,0.0009,0.00030000000000000003,0.00065,0.0008799999999999999,0.0,0.0006200000000000001,100000.0,1,10.0,8,5
mc_dlsk,fh_off_blind,band_agnostic,follower,cw,-6.0,0.0006200000000000001,0.0002564176280991617,0.00011467344941179714,0.00039524416916990194,0.0008447558308300983,0.00025,0.0009,0.00030000000000000003,0.00065,0.0008799999999999999,0.0,0.0006200000000000001,100000.0,1,10.0,8,5
mc_dlsk,fh_off_blind,band_agnostic,follower,cw,-2.0,0.0006200000000000001,0.0002564176280991617,0.00011467344941179714,0.00039524416916990194,0.0008447558308300983,0.00025,0.0009,0.00030000000000000003,0.00065,0.0008799999999999999,0.0,0.0006200000000000001,100000.0,1,10.0,8,5
mc_dlsk,fh_off_blind,band_agnostic,follower,cw,2.0,0.0006200000000000001,0.0002564176280991617,0.00011467344941179714,0.00039524416916990194,0.0008447558308300983,0.00025,0.0009,0.00030000000000000003,0.00065,0.0008799999999999999,0.0,0.0006200000000000001,100000.0,1,10.0,8,5
mc_dlsk,fh_off_blind,band_agnostic,follower,cw,6.0,0.0006200000000000001,0.0002564176280991617,0.00011467344941179714,0.00039524416916990194,0.0008447558308300983,0.00025,0.0009,0.00030000000000000003,0.00065,0.0008799999999999999,0.0,0.0006200000000000001,100000.0,1,10.0,8,5
mc_dlsk,fh_off_blind,band_agnostic,follower,cw,10.0,0.0006200000000000001,0.0002564176280991617,0.00011467344941179714,0.00039524416916990194,0.0008447558308300983,0.00025,0.0009,0.00030000000000000003,0.00065,0.0008799999999999999,0.0,0.0006200000000000001,100000.0,1,10.0,8,5
mc_dlsk,fh_on,model,follower,cw,-10.0,0.00059,0.00013416407864998739,6e-05,0.0004724021609275968,0.0007075978390724033,0.00045,0.0008,0.00046,0.0006,0.00076,0.0,0.00059,100000.0,1,10.0,8,5
mc_dlsk,fh_on,model,follower,cw,-6.0,0.00059,0.00013416407864998739,6e-05,0.0004724021609275968,0.0007075978390724033,0.00045,0.0008,0.00046,0.0006,0.00076,0.0,0.00059,100000.0,1,10.0,8,5
mc_dlsk,fh_on,model,follower,cw,-2.0,0.00059,0.00013416407864998739,6e-05,0.0004724021609275968,0.0007075978390724033,0.00045,0.0008,0.00046,0.0006,0.00076,0.0,0.00059,100000.0,1,10.0,8,5
